file,publish,consent,people,by,slug,caption,alt,place,when,group,span,cover,hero,crop,tags,notes
gallery/IMG_20250601_175520.jpg,yes,,no,Debendra,paddy-rays,"Sun through the cloud, over flooded paddy","Sun breaking through a cloud in rays over flooded paddy fields, low hills on the horizon, the water holding the reflection",,Jun 2025,land,tall,,no,3.5%,"paddy,water,monsoon,sunset",
gallery/IMG_20250615_120747.jpg,no,,yes,Debendra,swing-festival,"The swing, and everyone on it","Three men and three children on and around a wooden swing hung from a frame dressed with marigold garlands and red balloons, a brick house behind",,15 Jun 2025,festival,,,no,2%,"festival,swing,children",Children are in this frame. Rule 2 needs the school and the family.
gallery/IMG_20250808_180321.jpg,no,,yes,Debendra,pointing-mist,Pointing at what the mist covered,A man in a striped polo shirt pointing out over forested hills that are half lost in white mist,,8 Aug 2025,land,,,no,3.5%,"mist,hills,monsoon",
gallery/IMG_20250817_160231.jpg,no,,yes,Debendra,falls-tall,"The whole fall, and the people on the rock","A tall waterfall dropping through dense green forest, a few people standing on the wet rock at its foot",,17 Aug 2025,jungle,,,no,3%,"jharana,waterfall,forest",The figures are small but they are there. Staged rather than published.
gallery/IMG_20250817_161923.jpg,no,,yes,Debendra,falls-facing,Standing into the spray,"A man seen from behind standing on a rock facing a waterfall in full monsoon flow, the water white across the whole frame",,17 Aug 2025,jungle,,,no,3%,"jharana,waterfall",
gallery/IMG_20250817_162542.jpg,no,,yes,Debendra,falls-lean,"Out of the water, against the rock","A man leaning back against a mossy rock wall beside a waterfall, arms folded, looking out across the falling water",,17 Aug 2025,jungle,,,no,3%,"jharana,waterfall",
gallery/IMG_20250817_170409.jpg,no,,yes,Debendra,parapet-mist,"Hands on the parapet, nothing to see","A man seen from behind with both hands on a red parapet, looking into cloud that has covered the valley below",,17 Aug 2025,land,,,no,3.5%,"mist,monsoon,hills",
gallery/IMG_20250823_115127.jpg,yes,,no,Debendra,tank-railing,"The tank, and the railings someone painted","A rectangular village tank with stepped concrete sides, the railings around it painted yellow and blue, green paddy and houses on the far bank with a hill behind",,Aug 2025,village,feature,,no,6%,"tank,water,village","Two people sit on the far walkway, too small to identify."
gallery/IMG_20250904_155222.jpg,yes,,no,Debendra,paddy-plain,The whole plain under one cloud,"Green paddy stretching to low hills under a flat grey monsoon cloud, date palms and scrub in the foreground, a power line crossing the frame",,Sep 2025,land,wide,,no,6%,"paddy,monsoon,palm,hills",
gallery/IMG_20250922_112812.jpg,no,,yes,Debendra,reservoir-look,Looking out over the reservoir,A man in a checked shirt leaning on a wall looking across a wide still reservoir to forested hills,,22 Sep 2025,land,,,no,6%,"water,reservoir,hills",Place not confirmed. Do not publish until Chandan names where this was taken.
gallery/IMG_20250930_162955.jpg,no,,yes,Debendra,pandal-priest,The priest at the pandal,"A Durga idol on a white and silver backdrop under blue drapes, a priest seated in front performing the rites",,30 Sep 2025,festival,,,no,11%,"durga,pandal,festival",
gallery/IMG_20250930_162958.jpg,no,,yes,Debendra,pandal-wide,The whole pandal,"The full Durga tableau with Ganesh, Saraswati, Lakshmi and Kartik under blue drapes, men standing at the edges of the frame",,30 Sep 2025,festival,,,no,11%,"durga,pandal,festival",
gallery/IMG_20250930_172454.jpg,yes,,no,Debendra,ridge-sun,The sun going down behind the ridge,"The sun setting behind a forested ridge, orange cloud above it, terraced fields and scattered trees on the slope below",,Sep 2025,land,,,no,6%,"sunset,hills,fields",
gallery/IMG_20251006_111520.jpg,no,,yes,Debendra,flag-rock,"On the rock, under the flags","A man standing barefoot on a large granite boulder beneath a tall bamboo pole flying a blue flag, a red and an orange flag lower down",,6 Oct 2025,rest,,,no,2.5%,"flag,rock,shrine",
gallery/IMG_20251024_151817.jpg,yes,,no,Debendra,lotus-tank,Lily pads to the far bank,"A tank covered edge to edge with lily pads, tall grass in the foreground, a wooded hill rising behind the far bank",,Oct 2025,land,,,no,6%,"water,tank,lotus,hills",
gallery/IMG_20251030_163604.jpg,yes,,no,Debendra,cattle-hill,"Cattle out below the hill, paddy turning","White and brown cattle grazing on rough ground below a forested hill, a strip of paddy turning yellow behind them, a metalled road curving away to the left",,Oct 2025,land,tall,,no,4.5%,"cattle,paddy,hills,road",
gallery/IMG_20260305_154526.jpg,no,,yes,Debendra,festival-two,At the festival ground,"Two men standing together on the festival ground, one in a striped blue and red dhoti and shawl, a crowd and a flagged banyan behind them",,5 Mar 2026,festival,,,no,4.5%,"festival,crowd",A crowd including children is in this frame.
gallery/IMG_20260305_154753.jpg,no,,yes,Debendra,banyan-shrine,The shrine under the banyan,"A yellow and red painted shrine with two stone lions at the door and loudspeakers above it, a huge flagged banyan growing over the roof, people crowding the entrance",,5 Mar 2026,festival,,,no,6%,"shrine,banyan,festival",A crowd including children is in this frame.
gallery/IMG_20260613_181957.jpg,yes,,no,,roofs-dusk,Sun going down behind the roofs,"The sun dropping behind a coconut palm and a line of tin and tile roofs, electric wires crossing an orange sky",,Jun 2026,village,,,no,,"dusk,roofs,palm",Photographer not stamped on the file - needs a name.
gallery/IMG_20260625_213005_663.webp,yes,,no,Ananta,sunset-wires,Orange over the wires,"An orange and grey sunset behind trees and a corrugated roof, two power lines running across the sky",,25 Jun 2026,village,,,no,"0,657,1080,1195","dusk,roofs,wires",Arrived as a letterboxed screenshot with a Meta AI badge in the padding. Cropped to the photograph itself. Ask Ananta for the camera original.
gallery/IMG_20260625_213100_746.webp,no,,no,Ananta,sunset-wires-2,"A minute later, same sky","The same sunset a minute later, trees and a corrugated roof below two power lines",,25 Jun 2026,village,,,no,"0,657,1080,1195","dusk,roofs,wires",Same letterboxed screenshot problem as sunset-wires. Cropped to the photograph. Ask Ananta for the original. Near-duplicate of the frame a minute earlier; not published.
odisha/20251020_064421.jpg,no,,,,photo-000,,,,,odisha,,,no,,,
odisha/20251020_064634.jpg,no,,,,photo-001,,,,,odisha,,,no,,,
odisha/20251020_073318.jpg,no,,,,photo-002,,,,,odisha,,,no,,,
odisha/20251020_073322.jpg,no,,,,photo-003,,,,,odisha,,,no,,,
odisha/20251020_082741.jpg,no,,,,photo-004,,,,,odisha,,,no,,,
odisha/20251020_085237.jpg,no,,,,photo-005,,,,,odisha,,,no,,,
odisha/20251020_114113.jpg,yes,,no,,road,,,Odisha,October 2025,,,,no,,,"""How to reach"" page head and the road door card. A paved road running straight between two sheets of water, goats crossing, big blue sky with piled cloud."
odisha/20251020_115638.jpg,no,,,,photo-007,,,,,odisha,,,no,,,
sarangada/20240505_162542.jpg,no,,,,photo-008,,,,,sarangada,,,no,,,
sarangada/20240509_180001.jpg,yes,,no,,water-tower,The water tower at dusk,The village water tower against an evening sky,Sarangada,May 2024,village,,,no,,"dusk, village, road","The concrete water tower against an orange evening sky, a motorcycle on the road below, shopfronts down the right."
sarangada/20241003_171654.jpg,yes,,no,,road-sunset,Sunset over the village road,Sunset over the village road,Sarangada,Oct 2024,village,,,no,,"road, sunset, village","Sun going down the length of the road, houses either side, wires overhead, a parked white car."
sarangada/20241005_170850.jpg,yes,,no,,ground-red,"Red earth, before the match","The red earth football ground before a match, trees along the far edge",Sarangada,Oct 2024,village,,,no,,"football, ground, red earth","The empty football ground, red earth in the foreground, tree line and low buildings behind. Wide, quiet."
sarangada/20241005_171054.jpg,yes,held,yes,,football-wide,The whole village at the football ground,Villagers watching a football match on the red earth ground,Sarangada,Oct 2024,village,wide,yes,no,,"football, ground, crowd, people, red earth","A wide panorama, 8096px original. Match in progress on red earth, spectators lining the far edge, goalpost with a yellow net at left. Two heads in the foreground, watching."
sarangada/20241018_170532.jpg,yes,,no,,street-dusk,Power lines over the market road,"Power lines over the market road at dusk, hills behind",Sarangada,Oct 2024,market,tall,,no,,"road, dusk, power lines, hills, market","Dusk. Power lines cross above the road, hills going blue behind. The ""old and new side by side"" note made literal — this is the photograph to pair with it."
sarangada/20250115_110439.jpg,yes,held,yes,,women-earth,Sorting the harvest on bare earth,Women sorting harvest on bare red earth outside a mud-walled house,Sarangada,Jan 2025,work,tall,yes,no,,"work, women, harvest, red earth, people","Four women sitting on bare packed earth outside a mud-walled house, sorting into baskets and sacks. Firewood stacked behind. Midday, hard shadows. The strongest photograph in the set for showing work rather than scenery."
sarangada/20250115_194417.jpg,yes,held,yes,,shop-night,The shop stays open after dark,A lit village shop open after dark,Sarangada,Jan 2025,market,,,no,,"night, shop, market, people","A green-painted shop lit by a single bulb, goods hung in rows, two people at the counter."
sarangada/20250117_133328.jpg,yes,,no,,thali,"Rice, dal and greens","Rice, dal and greens served in steel bowls",Sarangada,Jan 2025,food,tall,yes,no,,"food, rice, steel, indoors","Looking down at a meal. Rice, a dal, a dry green, a fish, a small bowl of something red. Steel and a patterned floor. Good for the ""food is plain and there is a lot of it"" post."
sarangada/20250117_195102.jpg,yes,held,yes,,fire-night,The fire after dark,People standing around a fire after dark,Sarangada,Jan 2025,village,tall,,no,,"night, fire, people, evening","Four people standing around an open fire at night, one seated on a plastic stool on a phone. Firelight only. Use this one for a post about evenings — there is no wifi after seven and nobody minds."
sarangada/20250118_165532.jpg,yes,held,yes,,pandal,Inside the festival pandal,Crowd seated inside a decorated festival pandal,Sarangada,Jan 2025,festival,,yes,no,,"festival, pandal, crowd, people, indoors","Inside a decorated pandal — pink and yellow cloth, a latticed ceiling, balloons, a seated crowd facing a stage."
sarangada/20250120_171614.jpg,yes,held,yes,,market-hills,"Market road, hills behind",The market road with hills rising behind the shopfronts,Sarangada,Jan 2025,market,,yes,no,,"market, road, hills, people","The market strip — shopfronts, parked bikes, a hill rising directly behind the roofline. Two men in the foreground walking away."
sarangada/20250625_161446.jpg,no,,,,photo-020,,,,,sarangada,,,no,,,
sarangada/20250707_183555.jpg,yes,held,yes,,hero,,,Sarangada,July 2025,,,,yes,"380,0,4000,1848",,"Homepage hero, 2400px. The market road under monsoon cloud. A man cycling away from camera, a woman under a black umbrella, mud and standing water down the left. Bikes outside a green-shuttered shop, mist on the hills at the end of the road. Figures are distant and turned away. Left edge cropped to remove a burnt-in 'Chandan' stamp."
sarangada/20250707_183555_portrait.jpg,yes,held,yes,,hero-portrait,,,Sarangada,July 2025,,,,yes,"1620,640,2540,1848",,"Phone crop of the homepage hero. Same frame, tall slice through the road and the hills."
sarangada/20250710_140337.jpg,no,,,,photo-022,,,,,sarangada,,,no,,,
sarangada/20250731_181809.jpg,yes,,no,,bikes-paddy,Bikes at the edge of the paddy,Motorcycles parked at the edge of a green paddy field,Sarangada,July 2025,land,,,no,,"paddy, bikes, red earth, green","Motorcycles and a bicycle parked on red mud at the edge of a bright green field, water tank behind."
sarangada/20250803_135402.jpg,no,,,,photo-024,,,,,sarangada,,,no,,,
sarangada/20250803_140207.jpg,no,,,,photo-025,,,,,sarangada,,,no,,,
sarangada/20250809_165828.jpg,yes,,no,,land,,,Kandhamal,August 2025,,,,no,,,"""The land"" page head and the land door card. Brown monsoon water under low hills, framed by a leaning tree. Flat light."
sarangada/20250820_174801.jpg,no,,,,photo-027,,,,,sarangada,,,no,,,
school/school-01.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-marbles,"Marbles, before the bell","Three boys crouched over marbles on packed earth, a girl in a blue uniform watching from concrete steps",Sarangada,,school,tall,,no,,"children, school, play, monsoon, red earth","Morning break. Two boys wrestling for position, one crouched low with his thumb behind a marble. The girl on the steps is not playing and does not look like she minds. Tin roofs and a forested hill behind, everything wet green — monsoon. Good for a post about what children do when nobody organises them."
school/school-02.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-meal,"Mid-day meal, on the floor","Two boys in school uniform sitting on the floor eating rice from steel plates, one laughing",Sarangada,,school,wide,,no,,"children, school, food, mid-day meal, indoors","The mid-day meal. Rice and something yellow in a steel plate, eaten cross-legged on the floor against the wall. The boy on the right is laughing at something outside the frame. White shirt, blue shorts, no shoes."
school/school-03.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-dose,"A dose, straight from the tumbler","A man pouring from a steel tumbler into a boy's mouth in a classroom, other children waiting",Sarangada,,school,tall,,no,,"children, school, health, indoors","Poured from a steel glass, head tilted back, the next child already waiting his turn. Odia charts pinned to the whitewashed wall behind. Whatever it is, it is going down in one go."
school/school-04.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-blue,Blue uniforms under the tree,Six girls in blue school uniforms standing barefoot on wet earth under a large tree,Sarangada,,school,tall,,no,,"children, school, uniform, monsoon, trees","Six girls in the blue uniform, barefoot on wet ground under the big tree outside the school. One small one sitting back on her heels at the left. The hill behind is forest all the way up. Nobody is posing."
school/school-05.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-garden,"The school plot, being planted",Children and two adults bent over a tilled plot beside a school building painted with Odia murals,Sarangada,,school,feature,,no,,"children, school, work, planting","Children bent double over a tilled plot beside the school, planting. Two adults working with them. The school wall carries painted Odia panels. A yellow bag of seed on the ground. This is the school's own plot."
school/school-06.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-ears,Ear to ear,"Two boys holding each other by the ears and laughing in a classroom, blackboard behind",Sarangada,,school,tall,yes,no,,"children, school, play, classroom, indoors","Two boys with their hands on each other's ears, both laughing. A blackboard washed a thousand times, a chart on the wall. A girl in blue and an older man at the back, also laughing. The best frame in the set for showing that school here is loud."
school/school-07.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-outside,"Outside, in the winter light",Nine boys in school uniform crowded into a pose on the paving outside a school building,Sarangada,,school,wide,,no,,"children, school, uniform, winter","Nine boys crowded into a pose on the paving outside. Winter light, hard shadows, a yellow hooded sweater on one of them. The student helpline number painted on the school wall is in the frame — leave it, it is part of what the building says. December 2025."
school/school-08.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-library,In the library,Six older students standing behind a seated young man in a school library lined with numbered subject cupboards,Sarangada,,school,wide,,no,,"school, students, library, indoors, posed","The library. Numbered cupboards labelled in Odia — ବ୍ୟାକରଣ, ଇତିହାସ, ହିନ୍ଦୀ, ଓଡ଼ିଆ, ସାହିତ୍ୟ. Six senior students in the brown-and-cream uniform. This one is posed and says so."
school/school-09.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-assembly,"Assembly, with the flag","Rows of boys in white shirts and navy shorts standing in formation on a red earth ground, one holding the national flag",Sarangada,,school,wide,,no,,"school, flag, assembly, winter, red earth","Rows on the red earth ground, one boy carrying the flag, one in a white cap out front. School roofs and hazy hills behind. A cold morning — the light is flat and blue."
school/school-10.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-selfie,Everyone wants to be in it,A man taking a selfie with about fifteen children crowding and waving behind him in a school veranda,Sarangada,,school,wide,,no,,"children, school, play","Every child within twenty metres arrived the moment the phone came out. Hands up, peace signs, one climbing on the bench. Not all of them are in uniform — some are younger siblings who came along. April 2026."
school/school-11.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-flag,Before the flag goes up,Five teachers standing either side of a table of framed portraits beneath a flagpole on a school ground,Sarangada,,school,tall,,no,,"school, flag, teachers, ceremony, winter","Five teachers, two in pink saris, standing either side of a table laid with cloth and three framed portraits. The flag is already up the pole. Empty ground, chalk lines marked out, hills behind. Adults only in this frame."
school/school-12.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-band,"The band, waiting to start","Three older students on red earth holding a dhol and a snare drum, one wearing a tricolour headband",Sarangada,,school,tall,,no,,"school, students, drums, music, winter, red earth","Three of the senior boys with the school band's drums — a dhol slung across one, a snare held up on a shoulder. Tricolour headband on the left. Brown-and-cream uniform, plastic slides, red dust everywhere."
school/school-13.jpg,yes,"held — school and families, confirmed by Chandan, 31 Jul 2026",yes,,school-walk,Walking back with the school,A man taking a selfie on a village road at dusk with schoolchildren in uniform walking behind him,Sarangada,,school,tall,,no,,"children, school, road, winter, dusk","Walking the road with the school strung out behind. A teal-painted building, wires overhead, hills flattening into haze. A thumbs up from one boy, a girl in a yellow headscarf, a small tricolour in someone's hand at the right. Winter light."
video-frames/VID20250920153844_f00039_t1.3s.jpg,no,,,,photo-041,,,,,video-frames,,,no,,,
video-frames/VID20250920153844_f00162_t5.5s.jpg,no,,,,photo-042,,,,,video-frames,,,no,,,
video-frames/VID20250920153844_f00357_t12.1s.jpg,no,,,,photo-043,,,,,video-frames,,,no,,,
video-frames/VID20250920153844_f00486_t16.5s.jpg,no,,,,photo-044,,,,,video-frames,,,no,,,
video-frames/VID20250920153844_f00711_t24.2s.jpg,no,,,,photo-045,,,,,video-frames,,,no,,,
video-frames/VID20250920153844_f01095_t37.2s.jpg,no,,,,photo-046,,,,,video-frames,,,no,,,
video-frames/VID20250920153844_f01284_t43.7s.jpg,no,,,,photo-047,,,,,video-frames,,,no,,,
video-frames/VID20250927151639_f00255_t8.5s.jpg,no,,,,photo-048,,,,,video-frames,,,no,,,
video-frames/VID20250927151639_f00402_t13.5s.jpg,no,,,,photo-049,,,,,video-frames,,,no,,,
video-frames/VID20250927151639_f00525_t17.6s.jpg,yes,,no,,mist-hills,Mist on the Eastern Ghats,Mist sitting on forested hills of the Eastern Ghats,Kandhamal,Sep 2025,land,,,no,,"hills, mist, monsoon, forest","Cloud sitting halfway down forested hills, everything wet and grey-green. Shot from the road. This is what the drive in looks like in monsoon. Video frame."
video-frames/VID20250927151639_f00648_t21.7s.jpg,no,,,,photo-051,,,,,video-frames,,,no,,,
video-frames/VID20250927151639_f00801_t26.8s.jpg,no,,,,photo-052,,,,,video-frames,,,no,,,
video-frames/VID20251007151116_f00000_t0.0s.jpg,no,,,,photo-053,,,,,video-frames,,,no,,,
video-frames/VID20251007151116_f00258_t9.2s.jpg,no,,,,photo-054,,,,,video-frames,,,no,,,
video-frames/VID20251007151116_f00396_t14.1s.jpg,no,,,,photo-055,,,,,video-frames,,,no,,,
video-frames/VID20251007151116_f00600_t21.3s.jpg,no,,,,photo-056,,,,,video-frames,,,no,,,
video-frames/VID20251007152344_f00030_t1.0s.jpg,yes,,no,,paddy-green,Paddy after the rain,"Green paddy after rain, hills in the distance",Kandhamal,Oct 2025,land,,,no,,"paddy, monsoon, hills, green","Deep green paddy and scrub, hills behind under wet cloud. Video frame."
video-frames/VID20251007152344_f00264_t8.8s.jpg,no,,,,photo-058,,,,,video-frames,,,no,,,
video-frames/VID20251007152344_f00390_t13.0s.jpg,no,,,,photo-059,,,,,video-frames,,,no,,,
video-frames/VID20251007152344_f00525_t17.5s.jpg,yes,,no,,terraces,Paddy terraced into the hillside,"Paddy terraced into a hillside in Kandhamal, banana and palm above the bunds",Kandhamal,Oct 2025,land,feature,yes,no,,"paddy, terraces, monsoon, hills, green","Bright green paddy stepped up a slope, earthen bunds holding water between the steps. Banana and palm along the top edge. This is the shape of farming here — the hill decides the field, not the other way round. Video frame."
video-frames/VID20251007160734_f00069_t2.5s.jpg,yes,,no,,road-ghats,The road climbing west,The road climbing west into the Eastern Ghats,Kandhamal,Oct 2025,land,tall,,no,,"road, hills, forest, ghats","An empty road curving away under a big tree, hills beyond. The last stretch in. Video frame, portrait."
video-frames/VID20251007160734_f00405_t14.4s.jpg,no,,,,photo-062,,,,,video-frames,,,no,,,
video-frames/VID20251007160734_f00528_t18.8s.jpg,no,,,,photo-063,,,,,video-frames,,,no,,,
video-frames/VID20251007160734_f00642_t22.9s.jpg,no,,,,photo-064,,,,,video-frames,,,no,,,
